,full_id,NFA,building_usage,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,yearly_demand_delivered_unrenovated_DH,consumer_size_unrenovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,operator_selling_price
0,w24853838,27974.42320393324,trade,3368360.1466045496,3742622.385116166,4210450.183255686,nr2,-17492219.539488,-22438012.41245558,-4945792.872967582,0.45515528699315194
1,w24853840,937.1926232803613,trade,270688.823253195,300765.35917021666,338361.0290664937,nr2,-1405713.200829662,-1803167.9843352712,-397454.78350560926,0.45515528699315194
2,w24853841,8998.296452549099,trade,1189609.3568609958,1321788.1742899953,1487011.6960762446,nr2,-6177756.2762752455,-7924470.173454424,-1746713.897179179,0.45515528699315194
3,w25538793,404.8852469230536,trade,112752.73275817276,125280.81417574751,140940.91594771593,nr2,-585535.830267834,-751091.6609426286,-165555.83067479462,0.45515528699315194
4,w27689586,5481.69515059907,office,239232.2588022705,265813.6208914117,299040.3235028381,nr2,-1242356.2237296049,-1593623.0565713705,-351266.8328417656,0.45515528699315194
5,w28994179,16672.165487814695,other,602602.7887910821,669558.6542123135,753253.4859888526,nr2,-3129374.4783398416,-4014181.4610603927,-884806.9827205511,0.45515528699315194
6,w28994181,2845.002712316811,trade,324149.90597616514,360166.56219573907,405187.3824702064,nr2,-1683341.7663948962,-2159293.9285667767,-475952.1621718805,0.45515528699315194
7,w29249266,23411.247439788887,trade,2697249.5326306587,2996943.9251451762,3371561.915788323,nr2,-14007077.308855236,-17967472.555945184,-3960395.2470899485,0.45515528699315194
8,w30213059,1747.46707642246,ab,354664.9280794791,394072.1423105323,443331.1600993488,r2,-1970829.3616294938,-2527946.541342747,-557117.1797132532,0.45515528699315194
9,w50930444,8762.936898044496,other,1082817.2797117848,1203130.310790872,1353521.599639731,nr2,-5623174.706232922,-7213084.855871509,-1589910.1496385867,0.45515528699315194
10,w50930445,4934.112452852726,other,664237.6418930636,738041.8243256261,830297.0523663294,nr2,-3449450.2228622185,-4424756.203294005,-975305.9804317867,0.45515528699315194
11,w50930458,1974.6456010334193,other,337265.1957843652,374739.10642707243,421581.49473045644,nr2,-1751450.7329732785,-2246660.190694653,-495209.45772137446,0.45515528699315194
12,w50930471,4724.4749339554455,other,805986.2955036239,895540.3283373598,1007482.8693795298,nr2,-4185564.6703871363,-5369001.4474876085,-1183436.7771004722,0.45515528699315194
13,w50930472,9715.957844087014,other,1058464.4972369291,1176071.663596588,1323080.6215461614,nr2,-5496708.354979781,-7050861.099602612,-1554152.7446228303,0.45515528699315194
14,w50930478,6019.835157379508,trade,680901.6527717811,756557.3919686456,851127.0659647263,nr2,-3535988.04067626,-4535761.935063772,-999773.894387512,0.45515528699315194
15,w50930479,4489.048651921749,other,605573.605365519,672859.5615172433,756967.0067068987,nr2,-3144802.2157164356,-4033971.2745812354,-889169.0588647998,0.45515528699315194
16,w50930480,4441.97852948606,other,571805.8128687943,635339.7920764381,714757.2660859928,nr2,-2969442.80816852,-3809030.3198717134,-839587.5117031932,0.45515528699315194
17,w50930481,1370.623297881335,other,219388.45256825408,243764.94729806008,274235.5657103176,nr2,-1139305.421547902,-1461435.4189049944,-322129.99735709233,0.45515528699315194
18,w50930482,1573.369959426485,other,231580.2187222324,257311.35413581377,289475.2734027905,nr2,-1202618.4406009463,-1542649.715591315,-340031.27499036863,0.45515528699315194
19,w50930483,704.9254127380437,other,154144.6310888841,171271.81232098234,192680.78886110513,nr2,-800487.9557069232,-1026819.8752951891,-226331.91958826594,0.45515528699315194
20,w50930486,509.32494937628496,trade,106076.66272902593,117862.95858780658,132595.82841128242,nr2,-550866.3538674109,-706619.6521132219,-155753.29824581102,0.45515528699315194
21,w98916060,2713.01504517002,other,226605.19701500298,251783.55223889218,283256.4962687537,nr2,-1176782.6724143703,-1509509.0792102625,-332726.40679589217,0.45515528699315194
22,w98916062,151.14776481509907,trade,44628.266224654115,49586.962471837905,55785.33278081764,nr1,-251758.3951429828,-322941.17864264426,-71182.78349966145,0.4944326467844391
23,w98916065,222.67857759937178,other,74365.24956076973,82628.05506752193,92956.56195096216,nr2,-386185.92276632675,-495377.07373183843,-109191.15096551168,0.45515528699315194
24,w98916067,43210.64675020873,trade,3034378.024269405,3371531.1380771166,3792972.530336756,nr2,-15757818.12399816,-20213222.104908332,-4455403.980910173,0.45515528699315194
25,w98916074,4745.314506876469,trade,491122.8611791089,545692.0679767877,613903.5764738861,nr2,-2550448.4481169223,-3271568.471170161,-721120.0230532386,0.45515528699315194
26,w98916075,67.06430839556852,sfh,14372.556497617988,15969.507219575542,17965.695622022486,r1,-86762.02500966162,-111288.05228562448,-24526.027275962857,0.4944523753388605
27,w98916076,98.82164086105185,sfh,30526.14503843407,33917.93893159341,38157.68129804259,r1,-184275.50865513185,-236366.80264077135,-52091.293985639495,0.4944523753388605
28,w98916079,3334.9361924076916,trade,503916.8562605286,559907.618067254,629896.0703256608,nr2,-2616888.9001502106,-3356794.4588755346,-739905.558725324,0.45515528699315194
29,w98916080,2976.303781049745,other,385409.83654958865,428233.15172176517,481762.2956869858,nr2,-2001470.5020184626,-2567371.159850448,-565900.6578319853,0.45515528699315194
30,w98916086,294.4025758753764,other,84265.32015590335,93628.13350655927,105331.65019487918,nr2,-437597.94546261523,-561325.4572862869,-123727.51182367164,0.45515528699315194
31,w98916091,1116.7099465291947,trade,65522.69205707044,72802.99117452271,81903.36507133805,nr2,-340265.6676828034,-436473.21357725793,-96207.54589445452,0.45515528699315194
32,w98916094,150.05011938810347,trade,46278.56665361178,51420.6296151242,57848.20831701472,nr1,-261068.12242225217,-334883.1609495354,-73815.0385272832,0.4944326467844391
33,w98916098,15131.85493721813,trade,1389797.224493673,1544219.1383263033,1737246.5306170913,nr2,-7217351.205963108,-9258002.712512922,-2040651.5065498138,0.45515528699315194
34,w98916102,1892.1415951219387,trade,284238.58921225026,315820.65468027804,355298.2365153128,nr2,-1476078.4440188135,-1893428.4682332368,-417350.02421442326,0.45515528699315194
35,w98916109,81.43322088830173,sfh,38719.86130122445,43022.068112471614,48399.826626530565,r1,-233738.06706859925,-299811.5157659634,-66073.44869736416,0.4944523753388605
36,w98916113,559.2398283889517,trade,173540.7692960107,192823.07699556745,216925.96162001335,nr2,-901213.9745916078,-1156025.4147574466,-254811.4401658388,0.45515528699315194
37,w98916116,6987.1012714248145,other,1062734.6846249367,1180816.3162499296,1328418.3557811708,nr2,-5518883.8504775185,-7079306.548855481,-1560422.6983779622,0.45515528699315194
38,w98916121,458.57296650111675,other,80557.30305057266,89508.1145006363,100696.62881321582,nr2,-418341.85453421366,-536624.8521806013,-118282.99764638767,0.45515528699315194
39,w98916126,1235.1179318586364,trade,194117.59848031573,215686.22053368413,242646.99810039465,nr2,-1008071.435745587,-1293096.0154507337,-285024.5797051467,0.45515528699315194
40,w99055014,379.03616306802724,mfh,138482.6158739089,153869.5731932321,173103.2698423861,r2,-769530.8552708,-987063.0618319646,-217532.2065611647,0.45515528699315194
41,w99055018,363.825429549627,mfh,74738.71105496878,83043.01228329864,93423.38881871097,r2,-415313.8202728253,-532715.3917894118,-117401.57151658647,0.45515528699315194
42,w99055022,32.828185592684896,sfh,8121.358728508361,9023.731920564845,10151.69841063545,r1,-49025.76164734897,-62884.44195424402,-13858.680306895054,0.4944523753388605
43,w99055023,57.57688737055287,sfh,23689.428722857134,26321.58746984126,29611.785903571417,r1,-143004.67753650967,-183429.46731591073,-40424.789779401064,0.4944523753388605
44,w99055025,2922.078992408514,trade,357208.00610134704,396897.78455705225,446510.0076266838,nr2,-1855015.672919104,-2379507.3346922332,-524491.6617731291,0.45515528699315194
45,w99055028,168.94065034445376,ab,43794.80756460522,48660.897294005794,54743.50945575652,r1,-264373.7173580315,-339107.3004233036,-74733.58306527213,0.4944523753388605
46,w99055030,502.22660109587014,other,116326.93155687526,129252.14617430585,145408.66444609407,nr2,-604096.9898064606,-774900.8480601978,-170803.8582537372,0.45515528699315194
47,w99055036,2513.4158389533286,other,328535.37354705296,365039.3039411699,410669.2169338162,nr2,-1706115.9230154706,-2188507.3058504364,-482391.3828349658,0.45515528699315194
